MHSD-3003mod PK (8.91 / 1.55)

1.000000 0.000794
0.993172 0.001486
0.979756 0.003023
0.964330 0.004927
0.948142 0.006986
0.931773 0.009105
0.915323 0.011250
0.898867 0.013398
0.882422 0.015533
0.865979 0.017652
0.849558 0.019748
0.833144 0.021814
0.816734 0.023852
0.800335 0.025853
0.783937 0.027818
0.767549 0.029742
0.751157 0.031623
0.734772 0.033460
0.718396 0.035246
0.702017 0.036980
0.685636 0.038662
0.669263 0.040288
0.652887 0.041855
0.636508 0.043365
0.620126 0.044814
0.603739 0.046205
0.587354 0.047534
0.570961 0.048802
0.554570 0.050008
0.538169 0.051152
0.521768 0.052235
0.505373 0.053252
0.488973 0.054204
0.472576 0.055089
0.456185 0.055905
0.439799 0.056648
0.423422 0.057317
0.407052 0.057905
0.390694 0.058411
0.374349 0.058828
0.358018 0.059154
0.341703 0.059380
0.325398 0.059505
0.309122 0.059521
0.292865 0.059420
0.276631 0.059198
0.260437 0.058845
0.244277 0.058351
0.228163 0.057706
0.212104 0.056897
0.196113 0.055910
0.180202 0.054726
0.164382 0.053328
0.148680 0.051695
0.133112 0.049800
0.117723 0.047620
0.102559 0.045117
0.087667 0.042255
0.073164 0.039005
0.059201 0.035328
0.046045 0.031225
0.034142 0.026774
0.024114 0.022237
0.016424 0.018008
0.010934 0.014346
0.007097 0.011236
0.004396 0.008557
0.002484 0.006193
0.001166 0.004061
0.000339 0.002087
0.000006 0.000273
0.000204 -0.001505
0.001056 -0.003291
0.002550 -0.005006
0.004669 -0.006709
0.007524 -0.008499
0.011417 -0.010448
0.016878 -0.012632
0.024631 -0.015097
0.035103 -0.017688
0.047907 -0.020125
0.062167 -0.022239
0.077195 -0.024000
0.092651 -0.025445
0.108370 -0.026623
0.124271 -0.027575
0.140296 -0.028337
0.156415 -0.028932
0.172614 -0.029385
0.188869 -0.029714
0.205171 -0.029932
0.221514 -0.030052
0.237886 -0.030087
0.254281 -0.030042
0.270700 -0.029925
0.287135 -0.029743
0.303588 -0.029501
0.320055 -0.029204
0.336529 -0.028857
0.353014 -0.028462
0.369509 -0.028023
0.386007 -0.027543
0.402514 -0.027023
0.419026 -0.026467
0.435546 -0.025876
0.452071 -0.025254
0.468595 -0.024601
0.485132 -0.023919
0.501671 -0.023213
0.518210 -0.022481
0.534758 -0.021726
0.551311 -0.020950
0.567868 -0.020156
0.584427 -0.019344
0.600993 -0.018516
0.617561 -0.017674
0.634135 -0.016819
0.650717 -0.015954
0.667299 -0.015081
0.683883 -0.014199
0.700479 -0.013311
0.717081 -0.012421
0.733681 -0.011531
0.750280 -0.010642
0.766874 -0.009756
0.783458 -0.008876
0.800033 -0.008006
0.816604 -0.007148
0.833157 -0.006305
0.849692 -0.005485
0.866214 -0.004691
0.882708 -0.003932
0.899184 -0.003216
0.915622 -0.002550
0.932006 -0.001951
0.948292 -0.001437
0.964363 -0.001037
0.979699 -0.000791
0.993138 -0.000734
1.000000 -0.000794
