SD7003mod. PK (8.50 / 1.49)

1.000000 0.001500
0.993145 0.002248
0.979862 0.003782
0.964283 0.005597
0.947906 0.007461
0.931362 0.009302
0.914756 0.011113
0.898123 0.012894
0.881478 0.014645
0.864800 0.016378
0.848120 0.018093
0.831433 0.019791
0.814744 0.021472
0.798043 0.023139
0.781339 0.024794
0.764634 0.026434
0.747930 0.028062
0.731233 0.029673
0.714542 0.031266
0.697853 0.032840
0.681170 0.034391
0.664499 0.035917
0.647828 0.037415
0.631167 0.038883
0.614511 0.040318
0.597861 0.041717
0.581216 0.043078
0.564578 0.044398
0.547947 0.045676
0.531321 0.046904
0.514701 0.048085
0.498091 0.049212
0.481487 0.050284
0.464893 0.051296
0.448308 0.052244
0.431736 0.053123
0.415171 0.053932
0.398623 0.054663
0.382087 0.055314
0.365568 0.055878
0.349064 0.056348
0.332578 0.056721
0.316112 0.056992
0.299666 0.057151
0.283250 0.057194
0.266863 0.057112
0.250518 0.056895
0.234222 0.056531
0.217986 0.056010
0.201826 0.055311
0.185753 0.054418
0.169786 0.053309
0.153930 0.051961
0.138223 0.050351
0.122695 0.048450
0.107391 0.046230
0.092386 0.043652
0.077786 0.040687
0.063751 0.037299
0.050522 0.033477
0.038484 0.029281
0.028142 0.024903
0.019915 0.020682
0.013798 0.016905
0.009384 0.013632
0.006193 0.010788
0.003873 0.008270
0.002192 0.005999
0.001016 0.003917
0.000284 0.001977
0.000002 0.000164
0.000217 -0.001613
0.001024 -0.003402
0.002426 -0.005126
0.004396 -0.006818
0.006982 -0.008573
0.010385 -0.010429
0.014962 -0.012423
0.021236 -0.014615
0.029795 -0.016960
0.040894 -0.019266
0.054139 -0.021341
0.068734 -0.023097
0.084056 -0.024531
0.099780 -0.025683
0.115754 -0.026596
0.131892 -0.027309
0.148150 -0.027851
0.164495 -0.028247
0.180914 -0.028516
0.197382 -0.028673
0.213893 -0.028731
0.230448 -0.028702
0.247026 -0.028596
0.263627 -0.028419
0.280254 -0.028178
0.296890 -0.027878
0.313554 -0.027525
0.330221 -0.027125
0.346906 -0.026680
0.363599 -0.026195
0.380298 -0.025671
0.397012 -0.025113
0.413727 -0.024524
0.430450 -0.023903
0.447182 -0.023257
0.463909 -0.022584
0.480650 -0.021884
0.497393 -0.021165
0.514134 -0.020422
0.530882 -0.019660
0.547638 -0.018877
0.564394 -0.018080
0.581157 -0.017265
0.597921 -0.016438
0.614692 -0.015597
0.631472 -0.014745
0.648258 -0.013886
0.665047 -0.013021
0.681838 -0.012153
0.698617 -0.011284
0.715397 -0.010420
0.732172 -0.009563
0.748939 -0.008717
0.765693 -0.007886
0.782430 -0.007074
0.799156 -0.006287
0.815867 -0.005530
0.832560 -0.004805
0.849233 -0.004122
0.865892 -0.003483
0.882521 -0.002897
0.899128 -0.002373
0.915701 -0.001915
0.932207 -0.001539
0.948596 -0.001265
0.964710 -0.001122
0.980014 -0.001139
0.993152 -0.001318
1.000000 -0.001500
